food_name,protein_g,fat_g,carbohydrates_g,calories_kcal,water_g,fiber_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_a_ug,vitamin_d_ug,vitamin_c_mg,vitamin_b12_ug,cholesterol_mg,sugar_g
16OZ FRUIT PUNCH DRINK,0,0,10.36,42,,0,0,0,,0,10,,,12.7,,0,9.73
16OZ LEM POPPY FRMH BRKFST BRD,13.16,3.95,47.37,289,,2.6,79,2.89,,105,421,,,,,0,10.53
16OZ RAIS FRMH BRKFST BRD,13.16,3.95,52.63,289,,2.6,79,2.37,,184,368,,,,,0,18.42
16Whole Wheat Self-Rising Four Cheese Turkey Pepperoni Pizza,20.22222222,16,32.11111111,352.7777778,,3.555555556,463.8888889,2,,182.5555556,669.7777778,0,0,0,,42.77777778,4
16Whole Wheat Self-Rising Four Cheese Turkey Pepperoni Pizza Case,19,16.5,34,360.5,,3.5,407.5,2.7,,268,755,0,0,0,,41,5
16Z ROLD GOLD SOURDOUGH,10.71,5.36,78.57,393,,3.6,71,3.86,29,,1179,,,0,,0,0
16in Whole Wheat NY Style Pepperoni Pre-cut,17.28410668,15.99980713,24.61734358,310.1659492,,2.598116002,258.9684612,2.173188446,,109.92643,555.6999645,0,0,0,,36.26502492,3.924782669
16oz Pitted Prunes Bag,1,0,23,100,,3,20,0.2,,290,0,,0,,,0,17
16oz Whole Pitted Dates,1,0,30,110,,3,10,0.4,,260,0,,0,,,0,25
"17 GRAINS & SEEDS WHOLE GRAINS BREAD, 17 GRAINS & SEEDS",12.5,5.21,45.83,271,,6.2,104,2.92,,250,521,,,,,0,6.25
"17 GRAINS & SEEDS WHOLE GRAINS EXTRA GRAINY BREAD, 17 GRAINS & SEEDS",11.63,12.4975,66.8625,401.25,,9.3,107.75,2.93,,233,419,,,5.6,,8.75,25.5825
17 GREEN EASY JUICE,0,0,7.56,31,,0,0,0.16,,98,9,,,9.3,,0,5.33
17 LINGUINE PASTA,12.28,1.75,70.18,351,,2.8,,3.16,,175,0,,,,,0,2.98
17 WHOLE GRAINS & SEEDS BREAD,11.63,5.81,44.19,256,,9.3,116,2.79,,233,419,,0,,,0,4.65
"17.6oz Jar WOWBUTTER Crunchy, Peanut & Tree Nut Free",21.88,46.88,25,625,,6.2,94,3.12,,938,312,0,0,0,,0,12.5
"17.6oz Jar of WOWBUTTER Creamy, Peanut & Tree Nut Free",21.88,46.88,25,625,,6.2,94,3.12,,938,312,0,0,0,,0,12.5
17.8Z RITZ FS FAMILY SIZE,6.25,28.12,62.5,500,,0,125,3.12,,,812,,0,,,0,6.25
"1701: Pancakes, Whole Grain, Strawberry, Bulk. Produced in a nut-free facility.",5.41,4.73,43.24,216,,1.4,54,1.62,,108,311,,,,,14,16.22
"1702: Pancakes, Whole Grain, Strawberry, 2 Pack. Contains egg, milk, soy, and wheat ingredients. Produced in a nut-free facility.",5.41,4.73,41.89,230,,1.4,68,1.76,,108,311,,,,,14,16.22
"1704: Waffles, Whole Grain, Strawberry 2 Pack. Contains egg, milk, soy, and wheat ingredients. Produced in a nut-free facility.",5.41,4.73,41.89,230,,1.4,68,1.76,,108,311,,,,,14,16.22
"1716: Mini Breakfast Bites, WG, Apple, 4 Pack. Kosher OU-D. 2 grain equivalent.",5.13,12.82,52.56,346,,3.8,51,1.92,,13,205,,,,,0,25.64
"1717: Mini Breakfast Bites, Glazed, Whole Grain, 4 Pack. Kosher OU-D.",6.41,12.82,47.44,321,,3.8,192,2.31,,103,244,,,,,0,16.67
"1721: Pancakes, Whole Grain, Wholesome Choice, Buttermilk, Bulk, 100/1.3oz",5.41,4.05,40.54,216,,2.7,81,1.89,,108,297,,,,,14,13.51
"1734: Pancakes, Whole Grain, Buttermilk Maple Chip, Bulk, 4"""".  Produced in a nut-free facility.",5.41,5.41,43.24,243,,2.7,108,1.89,,108,257,,,,,14,16.22
17OZ BLACK RASPBERRY FROST,0,0,1.8125,9.125,,0,0,0,0,63.75,9.125,293,0,0,0.411666667,0,1.8125
17OZ BOTTLE ARCTIC TWIST FROST,0,0,2.015714286,10.14285714,,0,0,0,0,70.85714286,10.14285714,226.5,0,0,0.48,0,2.015714286
17OZ BOTTLE KIWI STRAWBERRY FROST,0,0,2.286666667,11.5,,0,0,0,0,80.33333333,11.5,282.3333333,0,0,1.4575,0,2.286666667
17OZ BOTTLE LEMON LIME FROST,0,0,2.286666667,11.5,,0,0,0,0,80.33333333,11.5,376.6666667,0,0,1.945,0,2.286666667
17OZ BOTTLE LEMONADE FROST,0,0,2.286666667,11.5,,0,0,0,0,80.33333333,11.5,282.3333333,0,0,0.5825,0,2.286666667
17OZ BOTTLE NORDIC BERRY FROST,0,0,1.8125,9.125,,0,0,0,0,63.75,9.125,293,0,0,1.031666667,0,1.8125
17OZ BOTTLE POMEGRANATE BERRY,0,0,2.286666667,11.5,,0,0,0,0,114.6666667,11.5,0,4,0,0.5825,0,2.286666667
17OZ ORANGE MANGO FROST,0,0,2.015714286,10.14285714,,0,0,0,0,70.85714286,10.14285714,226.5,0,0,0.48,0,2.015714286
17OZ PINK GRAPEFRUIT FROST,0,0,2.015714286,10.14285714,,0,0,0,0,70.85714286,10.14285714,226.5,3,0,0.48,0,2.015714286
"17TH STREET BARBECUE SAUCE, APPLE CITY RED",0,0,103.57,464,,0,0,0,,,2071,,,12.9,,0,96.43
"18 - MONTH AGED CHEDDAR SHREDDED NATURAL CHEESE, AGED CHEDDAR",25,32.14,3.57,393,,0.6,714,0.71,,71,643,,1,,,107,0
18 CORN TORTILLAS,4,2,40,200,,6,40,1.44,,,40,,,1.2,,0,0
18 CT LEMON ENROBED SHORTBREAD COOKIE,5.26,26.32,92.98,491,,0,0,1.89,,,202,0,,0,,53,66.67
18 FRUIT CHEWS,0,6,88,400,,4,0,0,,0,0,,,,,0,44
"18 FRUIT CHEWS, ORANGE, STRAWBERRY, LEMON, RASPBERRY",0,6,88,400,,4,0,0,,0,0,,,,,0,44
18 FUNKY FRUIT CANDY CANES,0,0,100,400,,0,0,0,,,0,,,0,,0,80
18 GRAINS&SEEDS BREAD,9.3,4.65,48.84,256,,4.7,105,3.26,,209,302,,,,,0,9.3
18 LARGE GRADE AA BROWN EGGS,12,9,2,140,,,40,1.44,,,130,,,0,2.04,430,
18 MINI CANDY CANES,0,0,100,375,,0,0,0,,,0,,,0,,0,93.75
"18 MINI CANDY CANES, PEPPERMINT",0,0,100,375,,0,0,0,,,0,,,0,,0,93.75
18 OZ CAB T-BONE STK,19.64,6.25,0,143,,0,19,1.43,,232,31,,,0,,67,0
"18 RABBITS, ORGANIC WALNUTS, FLAX, AND CACAO NIBS VERITAS GRANOLA",10.34,27.59,51.72,483,,6.9,69,3.72,,,34,,,0,,0,10.34
18% marinade.  IQF for easy piece thawing or cooking from frozen state. Raw,19.5,1.5,0,95,,0,4.5,0,,184,320,,,0,,65,0
"18-MONTH AGED CHEDDAR SHREDDED NATURAL CHEESE, 18-MONTH AGED CHEDDAR",25,32.14,3.57,393,,0.9,714,0.71,,71,643,,,,,107,0
18/20 OZ WH GRN LOBSTER,20.54,1.34,2.68,116,,0,49,1.22,,180,179,,,3.8,,71,0
180,10.71,32.14,50,500,,3.6,71,3.86,,,304,,,0,,0,21.43
180 Degrees Entertainers Platter Selection 270g,14.29,43.75,87.5,664,,8,,,,,1357,,,,,,7.14
"180 FLUTED SHELL ROUND NEUTRAL 2.5""",5.62,30.22,,514,,1.5,9,0.69,,,,,,0,,,0.38
"180 FLUTED SHELL ROUND SWEET 2.5""",7.56,26.56,,528,,1.7,4,2.6,,,,,,0,,,20.61
"180 SNACKS, ALMOND POPS, CRANBERRIES",14.29,32.14,53.57,536,,7.1,143,2.57,,,143,,,0,,0,28.57
"180 SNACKS, ALMOND POPS, CRANBERRIES, CRANBERRIES",14.29,32.14,53.57,536,,7.1,143,2.57,,,143,,,0,,0,28.57
"180 SNACKS, BLUEBERRY POMEGRANATE CLUSTERS, BLUEBERRY POMEGRANATE",10.71,32.14,50,500,,3.6,71,3.86,,,304,,,0,,0,21.43
"180 SNACKS, COCONUT CASHEW CRUNCH",10.71,35.71,42.86,536,,3.6,0,5.14,,,214,,,0,,0,17.86
"180 SNACKS, CRANBERRY POMEGRANATE TRAIL MIX CRUNCH",14.29,39.29,39.29,536,,3.6,71,3.86,,,339,,,0,,0,17.86
"180 SNACKS, LIGHT & CRISPY TOASTED COCONUT SQUARES",3.57,42.86,50,571,,10.7,0,2.57,,,107,,,0,,0,17.86
"180 SNACKS, NUTTY RICE BITES WITH CRANBERRIES",7.14,12.5,71.43,393,,3.6,0,1.29,,,179,,,0,,0,35.71
"180 SNACKS, PISTACHIO TRAIL MIX CRUNCH",17.86,42.86,35.71,536,,7.1,143,3.86,,,161,,,0,,0,17.86
"180 SNACKS, TOASTED COCONUT SQUARES",3.57,32.14,53.57,500,,7.1,0,1.29,,,339,,,0,,0,39.29
"180, BLUEBERRY POMEGRANATE",10.71,32.14,50,500,,3.6,71,3.86,,,304,,,0,,0,21.43
"1816: Breakfast Buns, Individually Wrapped. Kosher OU-D.",5.88,21.18,47.06,400,,1.2,47,2.12,,24,224,,,,,0,18.82
"1825: Donuts, Cake, Powdered Sugar, Individually Wrapped. Kosher: OU-D Contains egg, milk, soy, and wheat ingredients. This product is processed in a facility that produces products with coconuts.",1.75,21.05,47.37,404,,1.8,35,1.58,,18,421,,,,,9,22.81
"1856: Breakfast Buns, Whole Grain, Reduced Fat, Fortified, Individually Wrapped. Kosher OU-D.",6.98,11.63,51.16,326,,2.3,47,1.63,,0,221,,,46.5,,0,20.93
"1879: Donuts, Whole Grain, Glazed Cake, Reduced Fat, Fortified, Individually Wrapped. Kosher OU-D.",5.49,16.48,50.55,363,,0,55,2.97,,220,560,,,,,38,21.98
1883 CRUNCHY OLD FASHIONED PEANUT BUTTER,21.88,46.88,25,562,,9.4,0,2.25,,594,438,,,0,,0,6.25
1888 GINGER BEER,0,0,11.83,45,,,,,,,15,,,,,,11.83
"1888 MIX PEANUTS, RAISINS, DRIED SWEETENED CRANBERRIES, BANANA CHIPS AND ALMONDS, 1888 MIX",12.9,25.81,51.61,452,,6.5,65,1.61,,581,145,,,,,0,35.48
"189 TRENDY SHELL RND SWEET BUTTER 1.2""",8,26,,526,,2,4,3,,72,,,,0,,,21
19 GRAIN BREAD,9.3,4.65,46.51,256,,2.3,33,2.33,,200,442,,,,,0,9.3
"19 GRAIN BREAD, 19 GRAIN",11.63,4.65,46.51,256,,4.7,47,2.33,,209,419,,,,,0,9.3
"1905 VANILLA INDULGENT CUSTARD STYLE PREMIUM ICE CREAM MADE WITH FRESH CREAM AND THE ULTIMATE BOURBON VANILLA, 1905 VANILLA",4.6,9.2,22.99,195,,0,172,0,,218,75,,,0,,34,22.99
"192 COATED FLUTED SH.SWEET BUTTER 1.75""",7.9,30.68,,568,,1.8,4,2.79,,72,,,,0,,,20.61
"192 COROLLE SHAPED SHELL 1.25""",8.25,17.7,,458,,2.9,13,1.05,,,,,,0,,,2.35
"192 FLUTED SH.ROUND SWEET BUTTER 1.75""",7.9,25.97,,526,,1.8,4,2.79,,72,,,,0,,,20.61
"192 FLUTED SHELL ROUND CHOCO 1.5""",8.64,23.21,,506,,2.7,9,3.17,,179,,,,0,,,20.41
"192 FLUTED SHELL ROUND CHOCO 1.75""",8.64,23.21,,506,,2.7,9,3.17,,179,,,,0,,,20.41
"192 FLUTED SHELL ROUND NEUTRAL 1.5""",5.62,30.22,,514,,1.5,11,0.96,,,,,,0,,,0.38
"192 FLUTED SHELL ROUND NEUTRAL 1.75""",5.62,30.22,,514,,1.5,11,0.96,,106,,,,0,,,0.38
"192 FLUTED SHELL ROUND SWEET 1.5""",7.56,26.56,,528,,1.7,4,2.6,,,,,,0,,,20.61
"192 IRIS SHAPED SHELL 1.25""",8.14,17.48,,452,,2.8,13,1.04,,,,,,0,,,2.32
192 MINI ROUND PATTY SHELL  1.25'',8.59,35.33,,536,,1.9,14,0.65,,,,,,0,,,1.28
"192 PUFF PASTRY MINI CUP 1.5""",8.29,29.27,,516,,3.3,0,0,,,,,,0,,,1.66
"192 PUFF PASTRY MINI QUICHE 1.5""",8.29,29.27,,516,,3.3,0,0,,,,,,0,,,1.66
"192 count, 2.7oz. Guttenplan's Large Kaiser Roll",9.23,1.54,56.92,277,,1.5,0,4.15,,,569,,,13.8,,0,3.08
"1921: Donuts, Whole Grain, Powdered Sugar Cake, Reduced Fat, Fortified, Individually Wrapped. They are Kosher OU-D.",4.44,15.56,57.78,378,,2.2,44,1.33,,67,267,,,,,22,31.11
"1925: Donuts, Crispy King, Yeast Raised, Thaw & Finish",6.67,20,38.33,367,,1.7,83,2.33,,50,633,,,,,0,5
"1932: Donuts, Whole Grain, Powdered Sugar, IW.  Kosher OU-D. 2 grain equivalent.",3.3,14.29,47.25,330,,2.2,44,1.54,,77,286,,,,,22,23.08
"1938 GOURMET STEAK SAUCE, 1938",0,0,17.65,88,,0,0,2.12,,,1412,,,35.3,,0,17.65
1939 LOCAL BBQ SAUCE,0,0,31.83846154,128.2307692,,,,,,,778,,,,,0,27.78
"1939 LOCAL BBQ SAUCE, HICKORY & MOLASSES",0,0,33.33,139,,,,,,,778,,,,,0,27.78
"1939 LOCAL BBQ SAUCE, ORIGINAL",0,0,30.56,125,,,,,,,778,,,,,,27.78
"1939 LOCAL BBQ SAUCE, SWEET ONION",0,0,33.33,125,,,,,,,778,,,,,0,27.78
"1939: Donuts, WG, Chocolate Enrobed, IW.  Kosher OU-D. 2 grain equivalent.",3.3,19.78,45.05,363,,3.3,33,2.2,,154,264,,,,,22,24.18
"1949: Breakfast Buns, Whole Grain, Reduced Fat, Fortified, Individually Wrapped. Kosher OU-D.",7.02,12.28,47.37,316,,3.5,53,2.46,,0,246,,,,,0,15.79
"1998: Breakfast Bun, Whole Grain, Glazed, Extended Shelf Life, Individually Wrapped. Produced in a Nut Free Facility.",4.4,20.88,43.96,385,,2.2,110,1.54,,0,297,,,,,0,18.68
1G PEPPER MILL DYNAMITE SAUCE,0,56.67,6.67,567,,0,0,0,,,900,,,30,,50,6.67
1L 15PK WINTER VARIETY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BLACKBERRY MANGO PUNCH SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE 100TH POLAR SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE BITTER LEMON,0,0,13.09,47.16666667,,0,0,0,0,11,0,0,0,0,0,0,12.25
1L BOTTLE BLACKBERRY CITRON SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE BLACKCHERRY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE CAPECOD CRANBERRY DRY,0,0,11.97,44.16666667,,0,0,0,0,8,0,0,0,0,0,0,11.69666667
1L BOTTLE CAPECOD DIET CRANBERRY DRY,0,0,0,0,,0,0,0,0,48.33333333,0,0,0,0,0,0,0
1L BOTTLE CLUB SODA W/LEMON,0,0,0,0,,0,0,0,0,48.33333333,7.833333333,0,0,0,0,0,0
1L BOTTLE CLUB SODA W/LIME,0,0,0,0,,0,0,0,0,48.33333333,7.833333333,0,0,0,0,0,0
1L BOTTLE COLA,0,0,11.69666667,42,,0,0,0,0,0,0,0,0,0,0,0,11.69666667
1L BOTTLE CONCORD CLEMENTINE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE CRANBERRY BRAMBLE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE CRANBERRY LIME SELTZER,0.062222222,0.185555556,0.586666667,6.5,,0.066666667,0.333333333,0.018888889,0,3.111111111,5.222222222,0,0,0,0,0,0.093333333
1L BOTTLE CRANBERY & CLEMENTINE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE CREAM,0,0,12.256,44.2,,0,0,0,0,0,3,0,0,0,0,0,12.256
1L BOTTLE DIET COLA,0,0,0,0,,0,0,0,0,48.33333333,0,0,0,0,0,0,0
1L BOTTLE DIET DOUBLE FUDGE,0,0,0,0,,0,0,0,0,64.66666667,0,0,0,0,0,0,0
1L BOTTLE DIET GINGER ALE,0,0,0,0,,0,0,0,0,32.83333333,0,0,0,0,0,0,0
1L BOTTLE DIET GRAPE,0,0,0,0,,0,0,0,0,162.1666667,0,0,0,0,0,0,0
1L BOTTLE DIET HALF & HALF,0,0,3.245,7.833333333,,0,0,0,0,64.66666667,0,0,0,0,0,0,0
1L BOTTLE DIET ORANGE DRY,0.48625,0.2775,7.15625,33.375,,0.1,4.875,0.10375,0,157,19.75,0,0,0,0,868,3.85375
1L BOTTLE DIET PINK GRAPEFRUIT DRY,0,0,6.955714286,28.14285714,,0,0,0,0,0,0,0,0,0,0,0,4.171428571
1L BOTTLE DIET POMEGRANATE DRY,0,0,3.245,16.33333333,,0,0,0,0,81.16666667,0,0,0,0,0,0,0
1L BOTTLE DIET RASPBERRY LIME,0,0,4.861666667,24.16666667,,0,0,0,0,97.5,0,0,0,0,0,0,3.245
1L BOTTLE DIET ROOTBEER,0,0,0,0,,0,0,0,0,57,0,0,0,0,0,0,0
1L BOTTLE DIET TONIC WATER,0,0,0,0,,0,0,0,0,64.66666667,0,0,0,0,0,0,0
1L BOTTLE DIET TONIC WITH LIME,0,0,1.621666667,7.833333333,,0,0,0,0,64.66666667,0,0,0,0,0,0,0
1L BOTTLE GINGER ALE,0,0,8.354,33.2,,0,0,0,0,0,0,0,0,0,0,0,8.354
1L BOTTLE GINGER LIME MULE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE GOLDEN GINGER ALE,0,0,8.768571429,33.14285714,,0,0,0,0,0,0,0,0,0,0,0,8.768571429
1L BOTTLE HALF & HALF,0,0,12.25,44.16666667,,0,0,0,0,14,0,0,0,0,0,0,11.69666667
1L BOTTLE LEMON SOUR,0,0,9.463333333,33.16666667,,0,0,0,0,14,1,0,0,0,0,0,9.191666667
1L BOTTLE MAI TAI SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE MANDARIN SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE MANGO PAPAYA SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE ORANGE DRY,0,0,13.096,50.2,,0,0,0,0,31,0,0,0,0,0,0,12.816
1L BOTTLE ORANGE VANILLA SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE ORIGINAL SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE PASSIONFRUIT PEACH SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE PINEAPPLE POMELO SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE PINK GRAPEFRUIT DRY,0,0,9.145714286,33.57142857,,0,0,0,0,24.14285714,0,0,0,0,0,0,8.904285714
1L BOTTLE POMEGRANATE DRY,0,0,12.24571429,47.14285714,,0,0,0,0,8,0,0,0,0,0,0,12.24571429
1L BOTTLE POMEGRANATE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE PRICKLY PEAR & CITRUS SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE RASPBERRY LIME,0,0,12.536,44.2,,0,0,0,0,11,0,0,0,0,0,0,12.256
1L BOTTLE RASPBERRY LIME SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE RASPBERRY ROSE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE RUBY RED GRAPEFRUIT SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE STRAWBERRY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE TANGERINE LIMEADE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE TRIPLE BERRY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE UPSIDE DOWN PLUM SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE VANILLA SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOTTLE WATERMELON MOJITO SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOXED VARIETY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L BOXED WINTER VARIETY SELTZER,0,0,0,0,,0,0,0,,0,0,,,,,0,0
1L Black Hearts Seltzer,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L DIET GREEN TEA GINGER ALE,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L GRAPEFRUIT MELON SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L GREEN TEA GINGERALE,0,0,10.445,38,,0,0,0,0,0,0,0,0,0,0,0,10.445
1L HIBISCUS CLOUDBERRY SELTZER,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0
1L JALEPENO CITRUS SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L KIWI PINK GRAPEFRUIT  SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L PERFECTLY PLUM SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L PINK SUMMER ICE TEA SELTZER,0,0,0,,,0,0,0,,0,0,,,0,,0,
1L POMEGRANATE APPLE SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L Pink Summer Ice Tea Seltzer,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L RED HEARTS SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L STRAWBERRY MARGARITA SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L STRAWBERRY WATERMELON SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L TOASTED COCONUT SELTZER,0.035,0.07,0.59,5,,0,0,0.02375,0,0,3.625,0,0,0,0,0,0.444
1L TROPICAL CHERRY SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1L VANILLA ZEN SELTZER,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
1LITER BOTTLE CLUB SODA,0,0,0,0,,0,0,0,0,42.57142857,14.42857143,0,0,0,0,0,0
1OZ GF HUM TRAD SS,14.29,21.43,64.29,500,,7.1,143,3.93,,571,929,,,,,0,10.71
1OZ GOLDFISH POUCH,10.71,16.07,67.86,464,,3.6,125,3.93,,179,857,,,,,36,0
1ST & 2ND CHICKEN PARTY WINGS SECTIONS,15.18,11.61,0,170,,0,0,0.32,,,170,,,0,,98,0
"1ST NATIONAL BAGEL COMPANY, 5 PRESLICED BAGELS, BLUEBERRY",10.59,1.18,55.29,271,,2.4,0,4.24,,,494,,,0,,0,9.41
"1ST NATIONAL BAGEL COMPANY, EGGS BAGELS",11.76,1.18,52.94,271,,2.4,0,4.24,,,494,,,0,,6,7.06
"1ST NATIONAL BAGEL COMPANY, MULTIGRAIN BAGELS",10.59,1.18,57.65,282,,2.4,94,3.18,,,435,,,0,,0,8.24
"1ST NATIONAL BAGEL COMPANY, ONION BAGEL, ONION",10.59,1.18,52.94,271,,2.4,0,4.24,,,459,,,0,,0,4.71
"1ST NATIONAL BAGEL COMPANY, PLAIN PRESLICED BAGELS",11.76,1.18,52.94,271,,2.4,0,4.24,,,506,,,0,,0,4.71
"1ST NATIONAL BAGEL COMPANY, PRESLICED BAGELS, RAISIN-CINNAMON",11.76,1.18,55.29,271,,2.4,0,5.29,,,471,,,0,,0,9.41
1YR AGED CHEDDAR,25,28.57,,393,,0,714,0,,0,607,,,,,107,0
1oz Jack Link's Beef Steak Tender Bites Teriyaki 1/1 count,10,1.5,4,70,,0,10,1,,180,470,,,0,,25,4
1oz Jack Link's Beef Tender Bites Teriyaki 1/1 count,10,1.5,4,70,,0,10,1,,180,470,0,0,0,,25,4
1oz Jack Link's Original Beef Steak Tender Bites 1/1 count,32.14,5.36,25,286,,0,71,3.57,,679,1107,,,0,,89,25
1oz Jack Link's Original Beef Tender Bites 1/1 count,32.14,5.36,25,286,,0,71,3.57,,679,1107,0,0,0,,89,25
1st & 2nd joint wing portions with a light crispy breading.  Color product picture on case label for cash & carry sales.,14.61,14.61,5.62,213,,0,17,1.08,,169,865,,,0,,73,0
1st and 2nd portions1 serving = 3 pcs.,13,9,6,160,,1,17,1,,276,1260,,,0,,75,0
1st and 2nd wing portion.  Made from scratch style breading with a touch of honey and visible pepper flakes.,17,10,6,180,,0,12,1,,224,580,,,0,,55,1
1st and 2nd wing portions No Gluten Added,17,14,2,200,,0,14,1,,165,540,,,0,,105,0
2 % REDUCED FAT MILK,3.33,2.08,13.33,83,,0.4,104,0.3,,,83,,,0,,6,11.67
2 % REDUCED FAT MMMMILK,3.33,1.88,5,50,,0,125,0,,167,50,,,1,,8,5
"2 APPLES + CINNAMON FRUIT BAR, APPLES + CINNAMON",0,0,77.14,286,,11.4,17,2.86,,600,100,,,,,0,68.57
2 ARTIFICIALLY FLAVORED VANILLA MUFFINS,5.71,20.95,51.43,410,,1,67,1.9,,67,400,,,,,90,22.86
"2 BARBEQUE SEASONED PORK CHOPS MARINATED WITH UP TO 12% ADDED SOLUTION OF PORK BROTH, DRIED VINEGAR, CULTURED DEXTROSE, SEASONING, SALT, FLAVORING RUBBED WITH SEASONING, 2 BARBEQUE SEASONED PORK CHOPS",17.13,6.08,8.29,155,,0,72,0.61,,260,635,,,,,55,5.52
"2 BEEF ENCHILADAS TOPPED WITH A ZESTY CHIPOTLE SAUCE, MONTEREY JACK & CHEDDAR CHEESE SERVED WITH SPANISH STYLE RICE, 2 BEEF ENCHILADAS",7.56,6.87,17.18,158,,2.1,86,1.55,,,313,,,8.2,,15,1.37
"2 BRIOCHE CHOCOLATE POPOVERS, 2 BRIOCHE",8.57,15.71,48.57,371,,1.4,43,0,,129,314,,,,,57,18.57
"2 BRIOCHE, CINNAMON POPOVERS",8.57,15.71,50,371,,1.4,71,0,,143,271,,,,,57,17.14
"2 BROCCOLI & CHEDDAR CHEESE STUFFED CHICKEN, 2 BROCCOLI & CHEDDAR CHEESE",18.31,14.79,3.52,225,,1.4,176,1.27,,,444,,,0.8,,77,0.7
"2 CHEESE A BLEND OF LOW-MOISTURE WHOLE MILK MOZZARELLA & NOT SMOKED PROVOLONE SHREDDED CHEESES PIZZA, 2 CHEESE",21.43,25,3.57,321,,0,643,0.36,,107,786,,,,,71,0
"2 CHEESE BLEND A BLEND OF CHEDDAR AND LOW-MOISTURE PART-SKIM MOZZARELLA CHEESES SHREDDED PIZZA, 2 CHEESE BLEND",21.43,25,7.14,357,,0,679,0.36,,143,643,,,,,71,0
2 CHEESE BLEND COLBY AND MONTEREY JACK SHREDDED CHEESES,25,32.14,3.57,393,,0,693,0.71,,107,607,,,,,107,0
"2 CHEESE BLEND OF LOW-MOISTURE WHOLE MILK MOZZARELLA & NOT SMOKED PROVOLONE CHEESES PIZZA, 2 CHEESE",21.43,25,3.57,321,,0,643,0.36,,107,786,,0,,,71,0
"2 CHEESE CHEDDAR SLICES, 2 CHEESE CHEDDAR",22.22,33.33,0,389,,0,722,0.56,,83,667,,,,,111,0
